enquiry_id,enquiry_date,planning_area,lead_source,storage_size_band,customer_type,quoted_monthly_price_sgd,converted,churned
ENQ-08544,2025-01-15,Straits View,Meta Ads,Small,SME,164.14,0,0
ENQ-08545,2025-04-12,Choa Chu Kang,Organic,Large,Household,422.17,0,0
ENQ-08546,2025-08-18,Jurong East,Referral,Small,Household,197.59,1,0
ENQ-08547,2025-09-01,Southern Islands,Google Search,Locker,SME,90.84,0,0
ENQ-08548,2025-11-16,Downtown Core,Google Search,Medium,Household,325.85,0,0
ENQ-08549,2025-06-25,Hougang,Meta Ads,Locker,Household,100.1,0,0
ENQ-08550,2025-10-18,Ang Mo Kio,Google Search,Locker,Household,84.72,0,1
ENQ-08551,2025-01-16,Sengkang,Meta Ads,Small,Household,193.19,0,0
ENQ-08552,2025-03-15,North-Eastern Islands,Partner,Large,Household,525.64,0,0
ENQ-08553,2025-11-23,Museum,Google Search,Small,Student/Expats,201.35,0,0
ENQ-08554,2025-02-19,Boon Lay,Partner,Medium,Household,286.01,0,0
ENQ-08555,2025-01-14,Seletar,Organic,Medium,Household,271.01,0,0
ENQ-08556,2025-01-22,Marina South,Organic,Large,Student/Expats,477.22,0,1
ENQ-08557,2025-11-17,Changi Bay,Walk-in,Medium,SME,310.72,1,0
ENQ-08558,2025-06-17,Mandai,Google Search,Medium,Relocation,316.5,0,0
ENQ-08559,2025-03-30,Serangoon,Meta Ads,Small,SME,196.79,0,0
ENQ-08560,2025-10-18,Woodlands,Google Search,Locker,SME,91.54,0,0
ENQ-08561,2025-04-30,Sengkang,Partner,Medium,E-commerce,293.01,0,0
ENQ-08562,2025-12-27,Toa Payoh,Google Search,Locker,Household,81.67,0,0
ENQ-08563,2025-12-02,Lim Chu Kang,Google Search,Small,SME,185.56,0,0
ENQ-08564,2025-05-02,Sungei Kadut,Meta Ads,Large,Household,417.45,0,0
ENQ-08565,2025-02-17,Bukit Timah,Meta Ads,Small,Student/Expats,192.13,0,0
ENQ-08566,2025-02-28,Tuas,Organic,Large,Household,503.78,0,0
ENQ-08567,2025-08-17,Sembawang,Partner,Medium,SME,316.48,0,0
ENQ-08568,2025-03-19,Changi Bay,Google Search,Large,Household,510.91,0,0
ENQ-08569,2025-08-19,Straits View,Google Search,Large,E-commerce,475.32,0,0
ENQ-08570,2025-09-01,Marine Parade,Google Search,Medium,SME,280.59,1,0
ENQ-08571,2025-10-14,Clementi,Meta Ads,Locker,Student/Expats,83.45,0,0
ENQ-08572,2025-03-17,Bishan,Google Search,Locker,Student/Expats,95.26,1,0
ENQ-08573,2025-12-06,Lim Chu Kang,Google Search,Medium,Household,291.51,0,0
ENQ-08574,2025-04-10,Singapore River,Google Search,Large,Household,420.06,0,0
ENQ-08575,2025-07-29,Rochor,Organic,Medium,Student/Expats,265.19,0,0
ENQ-08576,2025-03-10,Kallang,Walk-in,Small,Household,182.27,0,0
ENQ-08577,2025-02-09,Mandai,Walk-in,Large,Household,439.68,1,0
ENQ-08578,2025-05-15,Bedok,Walk-in,Large,Household,476.05,0,0
ENQ-08579,2025-05-24,Mandai,Referral,Medium,Household,289.52,0,0
ENQ-08580,2025-06-05,Simpang,Referral,Locker,E-commerce,81.06,0,0
ENQ-08581,2025-10-27,Sembawang,Google Search,Locker,Household,100.55,1,0
ENQ-08582,2025-01-22,Woodlands,Meta Ads,Medium,SME,311.26,0,0
ENQ-08583,2025-11-19,Bukit Batok,Google Search,Medium,Student/Expats,326.4,0,0
ENQ-08584,2025-05-03,River Valley,Walk-in,Small,SME,167.1,1,0
ENQ-08585,2025-04-27,Rochor,Organic,Large,E-commerce,517.82,1,0
ENQ-08586,2025-07-13,Bedok,Walk-in,Medium,Relocation,287.12,0,0
ENQ-08587,2025-12-05,Bukit Timah,Partner,Small,Household,162.19,0,0
ENQ-08588,2025-12-01,Bukit Merah,Partner,Small,SME,174.18,1,0
ENQ-08589,2025-07-12,Woodlands,Meta Ads,Medium,SME,267.06,1,0
ENQ-08590,2025-10-10,Marina East,Organic,Small,Household,201.89,0,0
ENQ-08591,2025-07-10,Geylang,Organic,Medium,SME,271.9,1,0
ENQ-08592,2025-09-01,Straits View,Organic,Medium,Household,327.35,0,0
ENQ-08593,2025-08-12,Newton,Organic,Medium,Household,273.56,0,0
ENQ-08594,2025-06-03,Queenstown,Organic,Medium,Household,294.78,1,0
ENQ-08595,2025-06-24,Tampines,Meta Ads,Locker,Household,102.68,0,0
ENQ-08596,2025-11-30,Newton,Google Search,Small,Household,183.91,0,0
ENQ-08597,2025-06-11,Clementi,Organic,Locker,Household,103.38,0,0
ENQ-08598,2025-01-26,Southern Islands,Partner,Medium,Household,291.37,1,0
ENQ-08599,2025-01-10,Newton,Organic,Small,SME,171.91,0,0
ENQ-08600,2025-10-21,Sembawang,Partner,Small,Household,178.38,0,0
ENQ-08601,2025-06-09,Woodlands,Referral,Large,SME,458.37,0,0
ENQ-08602,2025-10-20,Toa Payoh,Meta Ads,Small,SME,192.02,0,0
ENQ-08603,2025-11-08,Bukit Panjang,Meta Ads,Medium,Student/Expats,280.89,1,0
ENQ-08604,2025-05-25,Pasir Ris,Organic,Medium,SME,284.41,0,0
ENQ-08605,2025-06-05,Punggol,Google Search,Medium,Household,267.03,0,0
ENQ-08606,2025-09-15,Jurong West,Google Search,Medium,Student/Expats,323.01,0,0
ENQ-08607,2025-05-02,Tengah,Google Search,Small,Household,182.89,0,0
ENQ-08608,2025-11-13,Seletar,Organic,Medium,Household,323.7,0,0
ENQ-08609,2025-11-12,Orchard,Organic,Small,Relocation,176.14,0,0
ENQ-08610,2025-08-09,River Valley,Google Search,Small,Household,180.83,0,0
ENQ-08611,2025-10-26,Clementi,Meta Ads,Medium,Relocation,278.18,0,0
ENQ-08612,2025-01-02,Simpang,Meta Ads,Locker,Household,97.28,0,0
ENQ-08613,2025-09-17,Simpang,Referral,Small,Household,198.59,0,0
ENQ-08614,2025-10-19,Geylang,Google Search,Large,SME,480.98,0,1
ENQ-08615,2025-10-28,North-Eastern Islands,Meta Ads,Locker,Household,84.85,1,0
ENQ-08616,2025-05-04,Marina South,Google Search,Medium,Household,320.92,0,0
ENQ-08617,2025-02-26,Toa Payoh,Meta Ads,Medium,Household,301.31,0,0
ENQ-08618,2025-04-23,Marina East,Partner,Medium,SME,308.25,0,0
ENQ-08619,2025-07-20,Straits View,Google Search,Locker,Household,82.82,0,0
ENQ-08620,2025-06-12,Seletar,Walk-in,Small,Household,189.93,1,0
ENQ-08621,2025-09-25,Singapore River,Referral,Medium,Household,298.61,0,0
ENQ-08622,2025-05-26,Marine Parade,Referral,Medium,Household,276.45,0,0
ENQ-08623,2025-07-23,Novena,Meta Ads,Small,Household,195.9,0,0
ENQ-08624,2025-05-24,Downtown Core,Meta Ads,Medium,SME,322.94,0,0
ENQ-08625,2025-05-13,Sembawang,Google Search,Small,Relocation,178.06,0,0
ENQ-08626,2025-01-25,Mandai,Organic,Small,E-commerce,169.26,0,0
ENQ-08627,2025-07-01,Sengkang,Meta Ads,Small,Household,164.5,0,0
ENQ-08628,2025-08-24,Toa Payoh,Meta Ads,Medium,Household,273.47,0,0
ENQ-08629,2025-06-01,Punggol,Walk-in,Small,E-commerce,172.2,0,0
ENQ-08630,2025-06-07,Downtown Core,Google Search,Medium,E-commerce,270.58,1,0
ENQ-08631,2025-07-01,Marine Parade,Google Search,Large,Household,453.48,0,0
ENQ-08632,2025-07-02,Bukit Merah,Google Search,Small,SME,205.14,0,0
ENQ-08633,2025-11-12,Straits View,Organic,Medium,SME,268.71,0,0
ENQ-08634,2025-02-10,Seletar,Meta Ads,Locker,SME,86.48,1,0
ENQ-08635,2025-10-30,Rochor,Organic,Locker,Household,95.97,1,0
ENQ-08636,2025-11-01,Tuas,Organic,Medium,Household,281.47,0,0
ENQ-08637,2025-06-04,Novena,Meta Ads,Large,SME,452.3,0,0
ENQ-08638,2025-12-29,Queenstown,Organic,Medium,SME,324.76,0,0
ENQ-08639,2025-01-20,Orchard,Referral,Large,Household,453.05,1,0
ENQ-08640,2025-02-04,Toa Payoh,Meta Ads,Medium,Relocation,276.81,1,0
ENQ-08641,2025-01-11,Seletar,Google Search,Small,SME,192.38,1,0
ENQ-08642,2025-06-22,Punggol,Google Search,Locker,Household,88.37,1,0
ENQ-08643,2025-09-10,North-Eastern Islands,Google Search,Small,SME,172.94,0,0
ENQ-08644,2025-01-23,Bukit Panjang,Google Search,Large,E-commerce,483.28,0,0
ENQ-08645,2025-04-24,Punggol,Organic,Small,Household,190.72,0,0
ENQ-08646,2025-11-09,Central Water Catchment,Organic,Medium,Household,298.05,0,0
ENQ-08647,2025-02-21,Pasir Ris,Google Search,Medium,Household,280.41,0,0
ENQ-08648,2025-12-02,Geylang,Organic,Medium,Household,310.01,0,0
ENQ-08649,2025-07-19,Hougang,Organic,Large,Household,434.86,0,1
ENQ-08650,2025-02-22,Tuas,Organic,Small,Household,194.24,1,0
ENQ-08651,2025-05-06,Sengkang,Google Search,Locker,Household,89.02,0,0
ENQ-08652,2025-03-27,Southern Islands,Referral,Locker,SME,97.58,0,0
ENQ-08653,2025-11-11,Orchard,Referral,Locker,Household,82.93,0,0
ENQ-08654,2025-03-03,River Valley,Google Search,Locker,E-commerce,97.51,0,0
ENQ-08655,2025-03-31,Marina East,Organic,Medium,Household,267.06,0,0
ENQ-08656,2025-04-24,Simpang,Google Search,Medium,E-commerce,280.33,0,1
ENQ-08657,2025-06-11,River Valley,Meta Ads,Medium,Household,261.33,1,1
ENQ-08658,2025-12-25,Mandai,Meta Ads,Medium,Household,274.41,0,0
ENQ-08659,2025-06-09,Museum,Google Search,Medium,Household,294.37,0,0
ENQ-08660,2025-11-21,Simpang,Organic,Medium,SME,317.55,0,0
ENQ-08661,2025-01-05,Sungei Kadut,Referral,Small,Household,204.71,0,0
ENQ-08662,2025-05-15,Sungei Kadut,Walk-in,Large,Household,528.7,0,0
ENQ-08663,2025-01-09,Tengah,Organic,Medium,SME,272.05,1,0
ENQ-08664,2025-04-08,Yishun,Meta Ads,Small,Relocation,206.15,0,0
ENQ-08665,2025-07-14,Tampines,Referral,Large,Household,513.78,0,0
ENQ-08666,2025-08-13,River Valley,Google Search,Medium,Household,280.77,0,1
ENQ-08667,2025-05-03,Bukit Panjang,Google Search,Small,Student/Expats,164.25,0,0
ENQ-08668,2025-12-31,Western Water Catchment,Google Search,Small,SME,204.3,1,0
ENQ-08669,2025-10-14,Jurong West,Partner,Medium,Household,320.24,0,0
ENQ-08670,2025-01-27,Lim Chu Kang,Walk-in,Small,Household,192.82,1,0
ENQ-08671,2025-02-20,Marine Parade,Google Search,Locker,SME,90.18,0,0
ENQ-08672,2025-11-01,Straits View,Partner,Medium,Household,322.56,1,1
ENQ-08673,2025-08-02,Seletar,Google Search,Medium,Student/Expats,321.37,1,0
ENQ-08674,2025-08-25,Changi,Organic,Medium,SME,275.62,0,0
ENQ-08675,2025-11-07,Geylang,Google Search,Medium,Household,284.71,0,0
ENQ-08676,2025-05-27,Outram,Walk-in,Locker,SME,90.36,0,0
ENQ-08677,2025-08-12,Marina East,Google Search,Medium,Household,324.72,0,0
ENQ-08678,2025-10-26,Bukit Batok,Google Search,Medium,Relocation,328.46,1,0
ENQ-08679,2025-12-30,North-Eastern Islands,Google Search,Small,Household,172.1,1,0
ENQ-08680,2025-02-14,Pasir Ris,Organic,Locker,Household,101.09,0,0
ENQ-08681,2025-06-23,Ang Mo Kio,Meta Ads,Medium,Household,310.74,0,0
ENQ-08682,2025-05-27,Bedok,Walk-in,Medium,Household,322.82,0,0
ENQ-08683,2025-09-04,Tengah,Walk-in,Medium,Relocation,282.63,1,0
ENQ-08684,2025-11-11,Marina East,Meta Ads,Small,Household,193.64,1,0
ENQ-08685,2025-05-30,Central Water Catchment,Google Search,Small,Household,173.77,0,0
ENQ-08686,2025-03-14,Ang Mo Kio,Google Search,Small,Household,184.68,0,0
ENQ-08687,2025-05-16,Jurong East,Google Search,Medium,Student/Expats,278.6,1,0
ENQ-08688,2025-05-27,Sengkang,Organic,Medium,SME,293.36,0,0
ENQ-08689,2025-01-08,Sembawang,Meta Ads,Medium,Household,310.34,0,0
ENQ-08690,2025-07-21,Jurong West,Referral,Locker,E-commerce,94.92,0,0
ENQ-08691,2025-08-01,Boon Lay,Referral,Large,E-commerce,465.57,0,0
ENQ-08692,2025-11-22,Downtown Core,Partner,Medium,Household,285.15,0,0
ENQ-08693,2025-02-03,Bukit Batok,Google Search,Medium,SME,263.71,0,0
ENQ-08694,2025-02-18,Jurong East,Google Search,Small,Household,183.64,0,0
ENQ-08695,2025-12-01,Pioneer,Meta Ads,Medium,SME,262.09,0,0
ENQ-08696,2025-06-16,Jurong East,Partner,Medium,E-commerce,293.44,0,0
ENQ-08697,2025-04-18,Clementi,Walk-in,Locker,Household,88.61,0,0
ENQ-08698,2025-08-28,Choa Chu Kang,Walk-in,Small,Household,192.94,1,0
ENQ-08699,2025-06-21,Novena,Referral,Medium,E-commerce,331.03,0,0
ENQ-08700,2025-01-11,Marina South,Meta Ads,Medium,Household,326.94,0,0
ENQ-08701,2025-06-19,Boon Lay,Organic,Small,Household,189.88,0,0
ENQ-08702,2025-10-31,Marina East,Google Search,Locker,Household,95.97,0,0
ENQ-08703,2025-12-29,North-Eastern Islands,Partner,Small,Household,189.8,1,0
ENQ-08704,2025-04-08,Central Water Catchment,Partner,Locker,Household,85.1,0,0
ENQ-08705,2025-05-22,Punggol,Google Search,Medium,Household,264.37,0,0
ENQ-08706,2025-04-06,Jurong East,Referral,Medium,SME,261.94,1,0
ENQ-08707,2025-11-20,Newton,Partner,Locker,Relocation,101.76,0,0
ENQ-08708,2025-08-07,Marina South,Meta Ads,Medium,Relocation,299.23,0,0
ENQ-08709,2025-04-10,Kallang,Organic,Small,SME,199.87,0,0
ENQ-08710,2025-01-30,Marine Parade,Referral,Large,Household,502.46,0,0
ENQ-08711,2025-10-05,Bukit Timah,Google Search,Small,Household,193.57,0,0
ENQ-08712,2025-10-06,Simpang,Organic,Medium,Household,302.23,1,0
ENQ-08713,2025-11-17,Jurong East,Partner,Locker,E-commerce,102.97,0,0
ENQ-08714,2025-11-02,Tanglin,Partner,Medium,Household,300.54,0,0
ENQ-08715,2025-02-11,Sengkang,Google Search,Medium,Household,287.49,0,0
ENQ-08716,2025-06-04,North-Eastern Islands,Walk-in,Large,E-commerce,499.47,0,0
ENQ-08717,2025-06-27,Ang Mo Kio,Referral,Locker,Household,84.04,0,0
ENQ-08718,2025-10-19,Marina East,Meta Ads,Medium,Household,320.75,0,0
ENQ-08719,2025-11-12,Orchard,Referral,Small,Household,172.52,1,0
ENQ-08720,2025-02-23,Outram,Google Search,Large,Household,436.33,0,0
ENQ-08721,2025-10-15,Jurong West,Walk-in,Medium,Household,283.19,0,0
ENQ-08722,2025-01-27,Sungei Kadut,Meta Ads,Small,E-commerce,198.41,0,0
ENQ-08723,2025-05-02,Western Water Catchment,Walk-in,Large,SME,449.03,0,0
ENQ-08724,2025-07-22,North-Eastern Islands,Meta Ads,Medium,SME,328.58,0,0
ENQ-08725,2025-04-30,Pioneer,Meta Ads,Locker,SME,86.58,0,0
ENQ-08726,2025-12-25,Toa Payoh,Referral,Small,Household,182.26,0,0
ENQ-08727,2025-01-28,Mandai,Partner,Small,Household,204.91,0,0
ENQ-08728,2025-10-03,Yishun,Referral,Large,Household,422.59,0,0
ENQ-08729,2025-02-06,Sungei Kadut,Google Search,Locker,SME,85.4,1,1
ENQ-08730,2025-08-20,Hougang,Meta Ads,Medium,Student/Expats,288.21,0,0
ENQ-08731,2025-03-17,Singapore River,Referral,Large,Household,471.9,0,0
ENQ-08732,2025-03-08,Marine Parade,Organic,Medium,Household,331.97,0,0
ENQ-08733,2025-05-07,Sembawang,Walk-in,Small,Student/Expats,195.39,1,1
ENQ-08734,2025-02-18,Boon Lay,Meta Ads,Locker,Student/Expats,96.48,0,0
ENQ-08735,2025-09-19,Queenstown,Partner,Small,Household,197.98,1,0
ENQ-08736,2025-03-22,Boon Lay,Google Search,Medium,E-commerce,302.44,0,0
ENQ-08737,2025-05-30,Tanglin,Referral,Large,Household,424.52,1,0
ENQ-08738,2025-05-15,Woodlands,Organic,Medium,Student/Expats,301.25,0,0
ENQ-08739,2025-06-28,Woodlands,Organic,Medium,SME,306.96,0,0
ENQ-08740,2025-08-19,Bukit Panjang,Organic,Small,SME,171.26,0,0
ENQ-08741,2025-11-02,Downtown Core,Organic,Medium,Household,278.83,0,0
ENQ-08742,2025-03-10,Clementi,Google Search,Medium,SME,322.12,0,0
ENQ-08743,2025-04-02,Newton,Organic,Small,E-commerce,173.83,0,0
ENQ-08744,2025-12-22,Geylang,Partner,Locker,Household,91.43,0,0
ENQ-08745,2025-09-12,Choa Chu Kang,Organic,Small,Relocation,170.07,0,0
ENQ-08746,2025-09-14,Bukit Batok,Organic,Medium,E-commerce,322.24,0,0
ENQ-08747,2025-04-16,Marine Parade,Google Search,Locker,Household,92.51,0,0
ENQ-08748,2025-11-16,Singapore River,Walk-in,Locker,SME,90.66,0,0
ENQ-08749,2025-10-13,Straits View,Organic,Small,Household,187.5,0,0
ENQ-08750,2025-07-19,Marina South,Google Search,Locker,Household,82.41,0,0
ENQ-08751,2025-04-08,Punggol,Google Search,Small,Student/Expats,196.04,0,0
ENQ-08752,2025-10-23,Bedok,Google Search,Medium,Household,320.34,0,0
ENQ-08753,2025-05-31,Boon Lay,Meta Ads,Small,Household,203.54,0,0
ENQ-08754,2025-03-22,Ang Mo Kio,Referral,Medium,SME,307.46,0,0
ENQ-08755,2025-08-25,Toa Payoh,Partner,Large,Household,500.65,0,0
ENQ-08756,2025-07-23,Jurong East,Meta Ads,Medium,E-commerce,270.23,0,0
ENQ-08757,2025-07-22,Hougang,Organic,Small,Household,193.18,0,0
ENQ-08758,2025-05-11,Ang Mo Kio,Meta Ads,Small,E-commerce,196.74,0,0
ENQ-08759,2025-01-05,Kallang,Walk-in,Locker,E-commerce,87.44,1,0
ENQ-08760,2025-09-19,Woodlands,Walk-in,Small,Household,171.25,0,0
ENQ-08761,2025-11-30,Outram,Referral,Small,Household,178.62,1,0
ENQ-08762,2025-05-11,Changi Bay,Meta Ads,Small,SME,186.24,0,0
ENQ-08763,2025-10-31,Bishan,Google Search,Small,SME,188.94,0,0
ENQ-08764,2025-10-21,Boon Lay,Google Search,Locker,SME,82.69,1,0
ENQ-08765,2025-09-07,River Valley,Meta Ads,Small,Relocation,172.17,0,0
ENQ-08766,2025-01-09,Simpang,Google Search,Small,Household,164.98,1,0
ENQ-08767,2025-06-30,Pasir Ris,Partner,Medium,Household,262.87,0,0
ENQ-08768,2025-05-26,River Valley,Google Search,Medium,Household,304.72,0,0
ENQ-08769,2025-02-14,Tuas,Walk-in,Medium,SME,273.03,0,0
ENQ-08770,2025-09-11,Simpang,Google Search,Locker,Relocation,82.84,0,0
ENQ-08771,2025-12-03,Outram,Google Search,Locker,Household,84.04,0,0
ENQ-08772,2025-01-23,Bishan,Google Search,Small,E-commerce,183.38,0,0
ENQ-08773,2025-11-03,Pioneer,Referral,Small,SME,169.41,0,0
ENQ-08774,2025-09-11,Boon Lay,Organic,Small,Relocation,179.56,0,0
ENQ-08775,2025-02-05,Toa Payoh,Meta Ads,Small,Household,167.51,0,0
ENQ-08776,2025-03-24,Seletar,Partner,Small,Relocation,196.99,0,0
ENQ-08777,2025-05-24,Western Water Catchment,Walk-in,Medium,SME,304.55,0,0
ENQ-08778,2025-04-24,Queenstown,Referral,Small,Household,163.62,0,0
ENQ-08779,2025-07-17,Pasir Ris,Partner,Small,Household,193.81,0,0
ENQ-08780,2025-08-15,Marina East,Google Search,Medium,Student/Expats,272.41,0,0
ENQ-08781,2025-03-13,Tampines,Organic,Large,Household,432.27,0,0
ENQ-08782,2025-08-27,Toa Payoh,Google Search,Small,Household,172.0,0,0
ENQ-08783,2025-11-19,Bukit Merah,Google Search,Small,Student/Expats,206.5,0,0
ENQ-08784,2025-06-08,Sungei Kadut,Google Search,Large,Relocation,439.93,0,0
ENQ-08785,2025-09-06,Southern Islands,Meta Ads,Large,Relocation,454.1,0,0
ENQ-08786,2025-10-13,Geylang,Referral,Locker,Household,95.89,1,0
ENQ-08787,2025-12-10,Punggol,Google Search,Large,SME,509.96,0,0
ENQ-08788,2025-08-09,Museum,Google Search,Medium,Household,294.61,1,1
ENQ-08789,2025-02-27,Sengkang,Walk-in,Medium,Relocation,328.65,0,0
ENQ-08790,2025-11-22,Orchard,Meta Ads,Locker,SME,83.64,0,0
ENQ-08791,2025-05-14,Sungei Kadut,Partner,Medium,Relocation,278.57,0,0
ENQ-08792,2025-09-05,Punggol,Organic,Small,Relocation,206.71,0,0
ENQ-08793,2025-11-11,Geylang,Google Search,Locker,Household,94.39,0,0
ENQ-08794,2025-11-02,Newton,Google Search,Medium,Student/Expats,301.76,0,0
ENQ-08795,2025-03-31,River Valley,Walk-in,Medium,Student/Expats,295.77,0,0
ENQ-08796,2025-12-30,Boon Lay,Referral,Medium,Household,265.53,0,0
ENQ-08797,2025-12-07,Sengkang,Referral,Small,Household,166.0,0,0
ENQ-08798,2025-06-23,Outram,Meta Ads,Small,Student/Expats,205.16,0,0
ENQ-08799,2025-06-28,Boon Lay,Google Search,Locker,Student/Expats,97.15,1,0
ENQ-08800,2025-11-01,Seletar,Meta Ads,Locker,Student/Expats,88.38,0,0
ENQ-08801,2025-08-25,Sengkang,Meta Ads,Medium,SME,286.7,0,0
ENQ-08802,2025-01-08,Woodlands,Google Search,Medium,E-commerce,312.0,1,0
ENQ-08803,2025-01-19,Woodlands,Google Search,Locker,SME,90.59,1,1
ENQ-08804,2025-05-17,Bukit Merah,Partner,Small,Household,164.8,0,0
ENQ-08805,2025-09-22,North-Eastern Islands,Organic,Medium,Student/Expats,265.21,0,0
ENQ-08806,2025-11-16,Choa Chu Kang,Organic,Small,SME,184.04,0,0
ENQ-08807,2025-08-06,Tuas,Google Search,Small,SME,171.32,0,0
ENQ-08808,2025-12-28,Central Water Catchment,Google Search,Large,Household,461.08,0,0
ENQ-08809,2025-05-29,Punggol,Google Search,Locker,SME,97.04,1,0
ENQ-08810,2025-07-16,Outram,Google Search,Small,Household,194.45,0,0
ENQ-08811,2025-07-22,River Valley,Google Search,Large,Household,528.6,0,0
ENQ-08812,2025-06-30,Jurong East,Meta Ads,Medium,Relocation,281.73,0,0
ENQ-08813,2025-04-04,Straits View,Organic,Medium,Household,311.04,0,0
ENQ-08814,2025-09-19,Pasir Ris,Meta Ads,Medium,SME,310.97,0,0
ENQ-08815,2025-10-06,Outram,Walk-in,Small,Household,190.88,0,0
ENQ-08816,2025-01-29,Choa Chu Kang,Meta Ads,Locker,Household,100.06,0,0
ENQ-08817,2025-07-19,Tengah,Meta Ads,Large,Household,425.13,0,0
ENQ-08818,2025-12-19,Woodlands,Meta Ads,Small,SME,166.07,1,0
ENQ-08819,2025-06-02,Bukit Merah,Organic,Small,Relocation,170.83,0,0
ENQ-08820,2025-01-14,Tampines,Organic,Medium,SME,263.49,1,0
ENQ-08821,2025-10-06,Tanglin,Meta Ads,Small,E-commerce,166.67,0,0
ENQ-08822,2025-10-20,Ang Mo Kio,Organic,Medium,Household,305.22,0,0
ENQ-08823,2025-04-08,Mandai,Google Search,Large,Household,449.35,0,0
ENQ-08824,2025-06-30,Changi,Google Search,Small,Household,204.05,1,0
ENQ-08825,2025-06-30,Tampines,Google Search,Medium,Student/Expats,268.83,0,0
ENQ-08826,2025-11-16,Singapore River,Walk-in,Large,E-commerce,430.61,1,0
ENQ-08827,2025-02-25,Seletar,Google Search,Locker,Student/Expats,97.87,0,0
ENQ-08828,2025-03-24,Tampines,Walk-in,Small,SME,185.71,0,0
ENQ-08829,2025-10-06,Changi,Meta Ads,Locker,Student/Expats,94.8,0,0
ENQ-08830,2025-10-16,Seletar,Organic,Small,Household,179.29,0,0
ENQ-08831,2025-04-30,Tengah,Walk-in,Medium,Household,306.75,0,1
ENQ-08832,2025-11-03,Outram,Google Search,Locker,Household,89.51,0,0
ENQ-08833,2025-01-29,Sembawang,Google Search,Small,Household,197.33,0,0
ENQ-08834,2025-07-28,Hougang,Referral,Small,Household,176.58,0,1
ENQ-08835,2025-08-06,Tanglin,Organic,Small,Household,164.98,0,0
ENQ-08836,2025-01-04,Mandai,Partner,Locker,Household,85.61,0,0
ENQ-08837,2025-11-28,Tengah,Organic,Large,Household,429.31,0,0
ENQ-08838,2025-08-01,Tampines,Meta Ads,Medium,SME,273.28,1,0
ENQ-08839,2025-07-30,North-Eastern Islands,Meta Ads,Medium,Household,270.0,1,0
ENQ-08840,2025-01-03,Toa Payoh,Partner,Large,SME,489.4,0,0
ENQ-08841,2025-03-05,Ang Mo Kio,Walk-in,Medium,Household,268.32,0,0
ENQ-08842,2025-08-28,Bedok,Walk-in,Large,Relocation,436.13,0,0
ENQ-08843,2025-03-25,Tengah,Google Search,Locker,Student/Expats,94.34,0,0
ENQ-08844,2025-07-19,Tampines,Meta Ads,Large,Student/Expats,500.98,0,0
ENQ-08845,2025-02-11,Marine Parade,Google Search,Large,SME,503.65,1,0
ENQ-08846,2025-05-22,Sembawang,Walk-in,Medium,Household,305.52,0,0
ENQ-08847,2025-11-09,Seletar,Google Search,Locker,Student/Expats,85.0,0,0
ENQ-08848,2025-11-29,Bukit Timah,Organic,Small,Student/Expats,177.42,0,0
ENQ-08849,2025-11-21,Serangoon,Organic,Medium,Household,313.75,1,0
ENQ-08850,2025-03-01,Geylang,Google Search,Locker,Household,94.08,0,0
ENQ-08851,2025-01-30,Tampines,Google Search,Small,Student/Expats,205.87,0,0
ENQ-08852,2025-01-20,Tanglin,Referral,Medium,Household,299.47,0,0
ENQ-08853,2025-01-27,Tuas,Organic,Medium,SME,333.13,0,0
ENQ-08854,2025-07-05,Boon Lay,Meta Ads,Locker,Household,99.04,0,0
ENQ-08855,2025-08-14,Straits View,Partner,Medium,Household,261.55,0,0
ENQ-08856,2025-05-28,Sengkang,Meta Ads,Small,Relocation,202.84,0,0
ENQ-08857,2025-05-06,Clementi,Google Search,Small,SME,188.87,0,0
ENQ-08858,2025-10-20,Outram,Walk-in,Locker,Household,92.43,1,0
ENQ-08859,2025-06-14,Western Water Catchment,Google Search,Medium,Relocation,273.54,1,0
ENQ-08860,2025-11-14,Bukit Timah,Google Search,Large,SME,523.63,1,0
ENQ-08861,2025-07-06,Singapore River,Organic,Large,SME,465.89,0,0
ENQ-08862,2025-04-25,Downtown Core,Partner,Small,Household,162.64,0,0
ENQ-08863,2025-04-30,Pasir Ris,Referral,Small,Household,164.22,0,0
ENQ-08864,2025-12-24,Museum,Meta Ads,Medium,E-commerce,324.02,0,0
ENQ-08865,2025-12-24,Toa Payoh,Partner,Locker,Relocation,97.03,0,0
ENQ-08866,2025-01-03,Western Water Catchment,Meta Ads,Medium,SME,276.71,0,0
ENQ-08867,2025-08-10,Queenstown,Organic,Locker,Household,83.86,0,0
ENQ-08868,2025-12-03,Orchard,Walk-in,Large,E-commerce,485.94,0,0
ENQ-08869,2025-03-11,Clementi,Organic,Large,Household,488.88,0,0
ENQ-08870,2025-10-11,Tampines,Meta Ads,Locker,SME,84.59,0,0
ENQ-08871,2025-12-12,Yishun,Walk-in,Small,Relocation,168.64,0,0
ENQ-08872,2025-09-24,Boon Lay,Organic,Small,E-commerce,165.14,0,0
ENQ-08873,2025-05-17,Choa Chu Kang,Walk-in,Locker,Relocation,83.23,0,0
ENQ-08874,2025-03-08,Toa Payoh,Meta Ads,Small,Household,178.38,0,0
ENQ-08875,2025-05-22,Lim Chu Kang,Organic,Medium,Household,291.43,0,0
ENQ-08876,2025-06-25,River Valley,Meta Ads,Medium,Household,315.05,0,0
